ImageId,Label
1219,9
1220,2
1221,0
1222,0
1223,3
1224,4
1225,6
1226,9
1227,9
1228,9
1229,9
1230,5
1231,4
1232,3
1233,0
1234,5
1235,4
1236,1
1237,9
1238,5
1239,5
1240,4
1241,9
1242,9
1243,7
1244,6
1245,5
1246,9
1247,1
1248,9
1249,5
1250,1
1251,6
1252,6
1253,0
1254,5
1255,3
1256,3
1257,7
1258,6
1259,2
1260,5
1261,1
1262,9
1263,9
1264,2
1265,6
1266,6
1267,9
1268,9
1269,9
1270,9
1271,1
1272,0
1273,1
1274,5
1275,0
1276,9
1277,0
1278,2
1279,9
1280,6
1281,1
1282,4
1283,7
1284,0
1285,7
1286,1
1287,0
1288,3
1289,2
1290,1
1291,9
1292,9
1293,6
1294,4
1295,5
1296,9
1297,6
1298,4
1299,2
1300,6
1301,6
1302,6
1303,1
1304,2
1305,6
1306,0
1307,9
1308,5
1309,0
1310,9
1311,5
1312,7
1313,9
1314,5
1315,9
1316,6
1317,2
1318,4
1319,9
1320,5
1321,9
1322,8
1323,6
1324,1
1325,9
1326,0
1327,9
1328,9
1329,9
1330,1
1331,3
1332,6
1333,3
1334,1
1335,9
1336,1
1337,9
1338,6
1339,6
1340,2
1341,6
1342,9
1343,1
1344,3
1345,5
1346,0
1347,5
1348,6
1349,1
1350,1
1351,3
1352,6
1353,7
1354,2
1355,3
1356,3
1357,9
1358,7
1359,1
1360,5
1361,9
1362,5
1363,7
1364,3
1365,9
1366,4
1367,0
1368,5
1369,2
1370,1
1371,5
1372,7
1373,6
1374,1
1375,1
1376,0
1377,9
1378,0
1379,9
1380,5
1381,9
1382,4
1383,0
1384,9
1385,7
1386,9
1387,9
1388,9
1389,9
1390,9
1391,6
1392,9
1393,2
1394,9
1395,9
1396,4
1397,7
1398,3
1399,6
1400,4
1401,1
1402,9
1403,9
1404,2
1405,9
1406,9
1407,9
1408,3
1409,9
1410,9
1411,9
1412,1
1413,5
1414,1
1415,9
1416,3
1417,9
1418,9
1419,1
1420,9
1421,9
1422,2
1423,5
1424,6
1425,5
1426,9
1427,5
1428,0
1429,5
1430,9
1431,4
1432,7
1433,1
1434,9
1435,6
1436,8
1437,9
1438,9
1439,9
1440,9
1441,6
1442,6
1443,3
1444,9
1445,9
1446,8
1447,0
1448,9
1449,4
1450,0
1451,8
1452,2
1453,9
1454,0
1455,9
1456,0
1457,9
1458,9
1459,0
1460,8
1461,5
1462,6
1463,3
1464,6
1465,9
1466,5
1467,3
1468,1
1469,7
1470,3
1471,1
1472,0
1473,6
1474,5
1475,9
1476,3
1477,3
1478,9
1479,6
1480,8
1481,8
1482,6
1483,9
1484,9
1485,9
1486,0
1487,9
1488,9
1489,9
1490,6
1491,7
1492,3
1493,5
1494,9
1495,9
1496,0
1497,1
1498,3
1499,0
1500,3
1501,0
1502,1
1503,1
1504,9
1505,5
1506,9
1507,0
1508,1
1509,6
1510,9
1511,9
1512,3
1513,6
1514,5
1515,7
1516,3
1517,5
1518,7
1519,4
1520,9
1521,5
1522,9
1523,9
1524,1
1525,1
1526,3
1527,8
1528,3
1529,1
1530,9
1531,4
1532,1
1533,9
1534,4
1535,0
1536,9
1537,9
1538,9
1539,0
1540,0
1541,7
1542,1
1543,5
1544,9
1545,5
1546,9
1547,9
1548,7
1549,4
1550,4
1551,6
1552,6
1553,1
1554,9
1555,4
1556,9
1557,4
1558,8
1559,5
1560,9
1561,5
1562,9
1563,1
1564,7
1565,5
1566,0
1567,6
1568,7
1569,9
1570,6
1571,9
1572,0
1573,8
1574,7
1575,9
1576,4
1577,6
1578,9
1579,9
1580,2
1581,8
1582,3
1583,5
1584,1
1585,4
1586,6
1587,2
1588,9
1589,0
1590,2
1591,3
1592,6
1593,4
1594,5
1595,9
1596,9
1597,1
1598,5
1599,2
1600,3
1601,9
1602,9
1603,7
1604,9
1605,2
1606,0
1607,3
1608,6
1609,6
1610,9
1611,5
1612,9
1613,3
1614,3
1615,1
1616,9
1617,3
1618,9
1619,1
1620,1
1621,8
1622,6
1623,5
1624,9
1625,4
1626,4
1627,7
1628,6
1629,6
1630,6
1631,5
1632,9
1633,6
1634,6
1635,1
1636,0
1637,9
1638,9
1639,3
1640,6
1641,3
1642,7
1643,7
1644,9
1645,1
1646,4
1647,6
1648,1
1649,0
1650,0
1651,9
1652,6
1653,9
1654,4
1655,2
1656,9
1657,8
1658,2
1659,4
1660,5
1661,5
1662,3
1663,6
1664,5
1665,9
1666,3
1667,6
1668,6
1669,5
1670,9
1671,6
1672,3
1673,6
1674,9
1675,9
1676,8
1677,9
1678,0
1679,1
1680,3
1681,3
1682,9
1683,6
1684,5
1685,3
1686,6
1687,6
1688,3
1689,3
1690,7
1691,9
1692,5
1693,6
1694,0
1695,1
1696,7
1697,9
1698,5
1699,9
1700,2
1701,9
1702,5
1703,0
1704,9
1705,1
1706,3
1707,6
1708,9
1709,9
1710,7
1711,7
1712,1
1713,5
1714,9
1715,9
1716,9
1717,7
1718,0
1719,3
1720,9
1721,3
1722,3
1723,0
1724,9
1725,4
1726,2
1727,1
1728,5
1729,5
1730,9
1731,8
1732,4
1733,1
1734,9
1735,4
1736,0
1737,3
1738,9
1739,1
1740,0
1741,0
1742,5
1743,3
1744,9
1745,6
1746,9
1747,1
1748,0
1749,6
1750,5
1751,7
1752,1
1753,4
1754,9
1755,3
1756,7
1757,0
1758,2
1759,6
1760,0
1761,3
1762,6
1763,9
1764,9
1765,9
1766,8
1767,4
1768,5
1769,3
1770,1
1771,5
1772,2
1773,6
1774,5
1775,6
1776,6
1777,8
1778,2
1779,7
1780,4
1781,3
1782,5
1783,7
1784,0
1785,0
1786,6
1787,2
1788,3
1789,2
1790,2
1791,9
1792,1
1793,9
1794,6
1795,9
1796,9
1797,9
1798,6
1799,0
1800,9
1801,0
1802,0
1803,0
1804,0
1805,3
1806,2
1807,4
1808,3
1809,6
1810,7
1811,5
1812,6
1813,9
1814,9
1815,1
1816,9
1817,0
1818,6
1819,9
1820,2
1821,9
1822,1
1823,1
1824,3
1825,9
1826,9
1827,3
1828,5
1829,9
1830,5
1831,9
1832,6
1833,8
1834,9
1835,1
1836,6
1837,0
1838,9
1839,5
1840,6
1841,6
1842,9
1843,9
1844,3
1845,0
1846,2
1847,7
1848,1
1849,9
1850,8
1851,4
1852,8
1853,3
1854,4
1855,7
1856,4
1857,9
1858,6
1859,5
1860,7
1861,3
1862,2
1863,6
1864,9
1865,2
1866,3
1867,1
1868,1
1869,3
1870,1
1871,9
1872,2
1873,2
1874,6
1875,9
1876,0
1877,2
1878,1
1879,2
1880,7
1881,4
1882,9
1883,9
1884,3
1885,9
1886,4
1887,3
1888,1
1889,9
1890,6
1891,9
1892,7
1893,6
1894,5
1895,0
1896,1
1897,1
1898,6
1899,5
1900,4
1901,0
1902,5
1903,0
1904,6
1905,7
1906,9
1907,6
1908,6
1909,1
1910,9
1911,1
1912,5
1913,5
1914,9
1915,1
1916,7
1917,9
1918,0
1919,9
1920,4
1921,0
1922,6
1923,9
1924,2
1925,4
1926,2
1927,1
1928,6
1929,4
1930,4
1931,9
1932,5
1933,6
1934,5
1935,6
1936,6
1937,2
1938,9
1939,9
1940,3
1941,9
1942,7
1943,5
1944,7
1945,6
1946,9
1947,8
1948,2
1949,6
1950,0
1951,7
1952,9
1953,5
1954,9
1955,7
1956,9
1957,3
1958,9
1959,9
1960,1
1961,5
1962,3
1963,5
1964,9
1965,6
1966,6
1967,1
1968,9
1969,6
1970,0
1971,9
1972,9
1973,9
1974,5
1975,9
1976,4
1977,0
1978,9
1979,6
1980,5
1981,9
1982,4
1983,0
1984,4
1985,0
1986,6
1987,0
1988,1
1989,4
1990,9
1991,9
1992,8
1993,0
1994,9
1995,6
1996,2
1997,0
1998,5
1999,5
2000,7
2001,9
2002,6
2003,9
2004,6
2005,9
2006,6
2007,9
2008,5
2009,7
2010,1
2011,1
2012,9
2013,1
2014,6
2015,0
2016,9
2017,0
2018,9
2019,9
2020,5
2021,0
2022,9
2023,4
2024,6
2025,2
2026,6
2027,5
2028,3
2029,1
2030,9
2031,5
2032,6
2033,2
2034,9
2035,4
2036,5
2037,6
2038,9
2039,2
2040,9
2041,7
2042,9
2043,3
2044,4
2045,9
2046,2
2047,8
2048,9
2049,2
2050,9
2051,0
2052,5
2053,4
2054,5
2055,9
2056,8
2057,9
2058,3
2059,3
2060,5
2061,9
2062,0
2063,7
2064,0
2065,9
2066,3
2067,1
2068,9
2069,9
2070,9
2071,9
2072,4
2073,5
2074,4
2075,4
2076,9
2077,9
2078,0
2079,0
2080,3
2081,9
2082,1
2083,6
2084,8
2085,2
2086,9
2087,0
2088,9
2089,5
2090,5
2091,9
2092,5
2093,3
2094,7
2095,9
2096,6
2097,1
2098,3
2099,9
2100,5
2101,5
2102,9
2103,9
2104,2
2105,2
2106,0
2107,9
2108,9
2109,8
2110,0
2111,6
2112,9
2113,9
2114,2
2115,9
2116,4
2117,0
2118,6
2119,2
2120,1
2121,9
2122,2
2123,6
2124,7
2125,5
2126,6
2127,2
2128,9
2129,6
2130,6
2131,2
2132,4
2133,9
2134,5
2135,1
2136,6
2137,9
2138,1
2139,4
2140,6
2141,6
2142,1
2143,9
2144,2
2145,0
2146,3
2147,0
2148,1
2149,1
2150,4
2151,7
2152,0
2153,6
2154,6
2155,4
2156,0
2157,5
2158,2
2159,0
2160,9
2161,9
2162,1
2163,5
2164,9
2165,3
2166,3
2167,6
2168,1
2169,6
2170,5
2171,9
2172,0
2173,2
2174,9
2175,9
2176,9
2177,0
2178,2
2179,7
2180,9
2181,4
2182,6
2183,0
2184,9
2185,5
2186,2
2187,9
2188,1
2189,7
2190,9
2191,5
2192,9
2193,0
2194,7
2195,6
2196,8
2197,5
2198,9
2199,9
2200,5
2201,1
2202,9
2203,8
2204,6
2205,4
2206,0
2207,2
2208,9
2209,9
2210,9
2211,0
2212,6
2213,2
2214,1
2215,1
2216,6
2217,7
2218,3
2219,7
2220,4
2221,1
2222,0
2223,5
2224,4
2225,0
2226,1
2227,9
2228,9
2229,1
2230,1
2231,9
2232,2
2233,4
2234,1
2235,1
2236,7
2237,9
2238,4
2239,4
2240,0
2241,6
2242,9
2243,3
2244,9
2245,9
2246,4
2247,0
2248,3
2249,3
2250,3
2251,9
2252,9
2253,3
2254,6
2255,9
2256,1
2257,6
2258,6
2259,0
2260,0
2261,5
2262,9
2263,9
2264,0
2265,1
2266,8
2267,9
2268,9
2269,2
2270,6
2271,1
2272,5
2273,3
2274,9
2275,9
2276,0
2277,6
2278,9
2279,5
2280,7
2281,9
2282,5
2283,5
2284,2
2285,6
2286,0
2287,6
2288,0
2289,9
2290,6
2291,9
2292,4
2293,0
2294,1
2295,4
2296,3
2297,6
2298,6
2299,5
2300,9
2301,2
2302,2
2303,9
2304,3
2305,6
2306,5
2307,3
2308,3
2309,1
2310,6
2311,9
2312,9
2313,9
2314,7
2315,0
2316,1
2317,6
2318,0
2319,3
2320,2
2321,5
2322,9
2323,2
2324,5
2325,9
2326,3
2327,4
2328,6
2329,3
2330,5
2331,6
2332,2
2333,5
2334,9
2335,4
2336,9
2337,9
2338,4
2339,9
2340,9
2341,5
2342,0
2343,7
2344,6
2345,6
2346,9
2347,9
2348,6
2349,6
2350,0
2351,9
2352,3
2353,9
2354,9
2355,4
2356,1
2357,7
2358,1
2359,8
2360,6
2361,0
2362,5
2363,6
2364,9
2365,5
2366,3
2367,0
2368,9
2369,0
2370,9
2371,6
2372,2
2373,3
2374,1
2375,1
2376,1
2377,6
2378,7
2379,6
2380,7
2381,9
2382,3
2383,5
2384,6
2385,9
2386,9
2387,3
2388,7
2389,9
2390,2
2391,9
2392,0
2393,0
2394,7
2395,7
2396,1
2397,6
2398,0
2399,3
2400,9
2401,9
2402,6
2403,6
2404,1
2405,7
2406,6
2407,1
2408,2
2409,9
2410,9
2411,9
2412,3
2413,1
2414,9
2415,0
2416,9
2417,9
2418,9
2419,2
2420,9
2421,5
2422,5
2423,0
2424,0
2425,9
2426,9
2427,6
2428,9
2429,9
2430,2
2431,5
2432,0
2433,0
2434,5
2435,9
2436,3
2437,0
2438,9
2439,0
2440,1
2441,9
2442,5
2443,9
2444,8
2445,2
2446,0
2447,3
2448,4
2449,4
2450,1
2451,0
2452,8
2453,5
2454,4
2455,5
2456,6
2457,9
2458,1
2459,9
2460,5
2461,7
2462,0
2463,3
2464,8
2465,9
2466,2
2467,0
2468,6
2469,5
2470,9
2471,6
2472,3
2473,1
2474,9
2475,6
2476,3
2477,3
2478,4
2479,0
2480,2
2481,1
2482,7
2483,9
2484,9
2485,1
2486,7
2487,5
2488,7
2489,9
2490,6
2491,1
2492,5
2493,6
2494,6
2495,9
2496,6
2497,4
2498,9
2499,2
2500,6
2501,3
2502,7
2503,6
2504,5
2505,1
2506,9
2507,2
2508,6
2509,1
2510,7
2511,0
2512,2
2513,1
2514,0
2515,2
2516,7
2517,6
2518,6
2519,9
2520,8
2521,5
2522,2
2523,0
2524,0
2525,5
2526,0
2527,3
2528,9
2529,0
2530,6
2531,9
2532,4
2533,1
2534,5
2535,9
2536,2
2537,4
2538,5
2539,4
2540,1
2541,1
2542,5
2543,0
2544,1
2545,1
2546,9
2547,0
2548,5
2549,9
2550,9
2551,3
2552,6
2553,9
2554,7
2555,8
2556,4
2557,7
2558,2
2559,6
2560,9
2561,9
2562,5
2563,9
2564,1
2565,9
2566,6
2567,0
2568,9
2569,9
2570,4
2571,6
2572,5
2573,6
2574,4
2575,1
2576,0
2577,3
2578,9
2579,9
2580,1
2581,5
2582,9
2583,5
2584,5
2585,5
2586,7
2587,1
2588,5
2589,6
2590,2
2591,6
2592,5
2593,5
2594,9
2595,4
2596,5
2597,5
2598,2
2599,4
2600,0
2601,0
2602,9
2603,9
2604,3
2605,9
2606,2
2607,0
2608,1
2609,6
2610,7
2611,7
2612,8
2613,9
2614,6
2615,9
2616,7
2617,6
2618,6
2619,9
2620,2
2621,3
2622,9
2623,1
2624,6
2625,9
2626,1
2627,9
2628,5
2629,6
2630,6
2631,6
2632,4
2633,6
2634,9
2635,4
2636,9
2637,4
2638,9
2639,6
2640,3
2641,1
2642,6
2643,3
2644,9
2645,7
2646,6
2647,9
2648,9
2649,7
2650,6
2651,1
2652,0
2653,1
2654,9
2655,0
2656,9
2657,5
2658,9
2659,0
2660,9
2661,4
2662,9
2663,0
2664,0
2665,4
2666,5
2667,4
2668,9
2669,7
2670,0
2671,6
2672,2
2673,2
2674,5
2675,4
2676,2
2677,4
2678,3
2679,2
2680,6
2681,6
2682,1
2683,9
2684,6
2685,9
2686,9
2687,1
2688,9
2689,3
2690,3
2691,2
2692,9
2693,1
2694,5
2695,9
2696,0
2697,5
2698,4
2699,9
2700,7
2701,7
2702,9
2703,9
2704,5
2705,6
2706,1
2707,9
2708,9
2709,6
2710,9
2711,9
2712,1
2713,0
2714,5
2715,1
2716,6
2717,4
2718,3
2719,6
2720,9
2721,3
2722,7
2723,2
2724,4
2725,9
2726,5
2727,0
2728,6
2729,1
2730,1
2731,6
2732,6
2733,9
2734,9
2735,1
2736,6
2737,9
2738,9
2739,5
2740,3
2741,6
2742,7
2743,5
2744,9
2745,4
2746,7
2747,0
2748,9
2749,5
2750,0
2751,4
2752,9
2753,1
2754,9
2755,6
2756,3
2757,0
2758,0
2759,2
2760,6
2761,9
2762,5
2763,1
2764,1
2765,9
2766,2
2767,3
2768,2
2769,3
2770,1
2771,0
2772,9
2773,7
2774,5
2775,0
2776,7
2777,0
2778,0
2779,6
2780,1
2781,3
2782,1
2783,1
2784,9
2785,2
2786,4
2787,6
2788,1
2789,9
2790,9
2791,7
2792,6
2793,7
2794,5
2795,1
2796,6
2797,6
2798,5
2799,9
2800,6
2801,4
2802,6
2803,9
2804,0
2805,5
2806,2
2807,0
2808,0
2809,6
2810,4
2811,5
2812,9
2813,9
2814,2
2815,9
2816,5
2817,1
2818,6
2819,1
2820,1
2821,4
2822,9
2823,0
2824,1
2825,3
2826,4
2827,6
2828,1
2829,9
2830,9
2831,9
2832,2
2833,9
2834,2
2835,6
2836,6
2837,5
2838,9
2839,5
2840,4
2841,0
2842,6
2843,1
2844,1
2845,6
2846,9
2847,3
2848,1
2849,9
2850,4
2851,9
2852,1
2853,7
2854,1
2855,0
2856,6
2857,9
2858,6
2859,3
2860,3
2861,6
2862,4
2863,9
2864,5
2865,1
2866,6
2867,0
2868,5
2869,1
2870,6
2871,1
2872,6
2873,9
2874,9
2875,6
2876,5
2877,4
2878,3
2879,3
2880,1
2881,0
2882,9
2883,9
2884,1
2885,7
2886,0
2887,9
2888,6
2889,9
2890,3
2891,3
2892,4
2893,0
2894,6
2895,9
2896,9
2897,4
2898,3
2899,1
2900,3
2901,2
2902,3
2903,1
2904,1
2905,2
2906,0
2907,0
2908,7
2909,9
2910,9
2911,1
2912,6
2913,0
2914,6
2915,9
2916,9
2917,4
2918,4
2919,9
2920,2
2921,2
2922,4
2923,9
2924,5
2925,9
2926,2
2927,9
2928,7
2929,2
2930,5
2931,1
2932,9
2933,7
2934,9
2935,7
2936,2
2937,6
2938,2
2939,5
2940,9
2941,1
2942,9
2943,7
2944,9
2945,7
2946,3
2947,9
2948,9
2949,9
2950,8
2951,9
2952,9
2953,5
2954,4
2955,9
2956,0
2957,7
2958,5
2959,1
2960,6
2961,5
2962,2
2963,5
2964,6
2965,5
2966,6
2967,9
2968,6
2969,4
2970,8
2971,2
2972,2
2973,9
2974,5
2975,9
2976,9
2977,1
2978,1
2979,1
2980,4
2981,5
2982,6
2983,5
2984,7
2985,0
2986,7
2987,9
2988,9
2989,9
2990,9
2991,6
2992,1
2993,5
2994,9
2995,1
2996,5
